,의안번호,의안명,제안자구분,제안일자,의결일자,의결결과,주요내용,심사진행상태
0,2102896,표시·광고의 공정화에 관한 법률 일부개정법률안(강훈식의원 등 10인),의원,2020-08-11,,,,접수
1,2102895,표시·광고의 공정화에 관한 법률 일부개정법률안(김두관의원 등 11인),의원,2020-08-11,,,,접수
2,2102894,국회법 일부개정법률안(조명희의원 등 12인),의원,2020-08-11,,,,접수
3,2102893,아동복지법 일부개정법률안(인재근의원 등 13인),의원,2020-08-11,,,,접수
4,2102892,아동복지법 일부개정법률안(인재근의원 등 14인),의원,2020-08-11,,,,접수
5,2102891,근로기준법 일부개정법률안(추경호의원 등 15인),의원,2020-08-11,,,,접수
6,2102890,식품위생법 일부개정법률안(인재근의원 등 12인),의원,2020-08-11,,,,접수
7,2102889,의료기사 등에 관한 법률 일부개정법률안(인재근의원 등 11인),의원,2020-08-11,,,,접수
8,2102888,통일교육 지원법 일부개정법률안(설훈의원 등 14인),의원,2020-08-11,,,,접수
9,2102887,형의 실효 등에 관한 법률 일부개정법률안(인재근의원 등 14인),의원,2020-08-11,,,,접수
10,2102886,표시·광고의 공정화에 관한 법률 일부개정법률안(전용기의원 등 13인),의원,2020-08-11,,,,접수
11,2102885,장애인·고령자 등 주거약자 지원에 관한 법률 일부개정법률안(이주환의원 등 10인),의원,2020-08-11,,,,접수
12,2102884,전기통신사업법 일부개정법률안(박성중의원 등 10인),의원,2020-08-11,,,,접수
13,2102883,양육비 이행확보 및 지원에 관한 법률 일부개정법률안(김선교의원 등 10인),의원,2020-08-11,,,,접수
14,2102882,도로교통법 일부개정법률안(김영배의원 등 10인),의원,2020-08-11,,,,접수
15,2102881,약사법 일부개정법률안(김선교의원 등 10인),의원,2020-08-11,,,,접수
16,2102880,해외건설 촉진법 일부개정법률안(조정식의원 등 11인),의원,2020-08-11,,,,접수
17,2102879,근로기준법 일부개정법률안(김영배의원 등 10인),의원,2020-08-11,,,,접수
18,2102878,교통시설특별회계법 일부개정법률안(이주환의원 등 10인),의원,2020-08-11,,,,접수
19,2102877,지방교부세법 일부개정법률안(이주환의원 등 10인),의원,2020-08-11,,,,접수
20,2102876,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안(윤주경의원 등 15인),의원,2020-08-11,,,,접수
21,2102875,감염병의 예방 및 관리에 관한 법률 일부개정법률안(배진교의원 등 10인),의원,2020-08-11,,,,접수
22,2102874,가맹사업거래의 공정화에 관한 법률 일부개정법률안(이수진의원 등 13인),의원,2020-08-11,,,,접수
23,2102873,근로기준법 일부개정법률안(권칠승의원 등 10인),의원,2020-08-11,,,,접수
24,2102872,피후견인 결격조항 정비를 위한 건설폐기물의 재활용촉진에 관한 법률 등 25개 법률의 일부개정에 관한 법률안 제출,정부,2020-08-11,,,,접수
25,2102871,댐건설 및 주변지역지원 등에 관한 법률 일부개정법률안(이종배의원 등 11인),의원,2020-08-11,,,,접수
26,2102870,장애인고용촉진 및 직업재활법 일부개정법률안(김도읍의원 등 11인),의원,2020-08-11,,,,접수
27,2102869,조세특례제한법 일부개정법률안(김경만의원 등 11인),의원,2020-08-11,,,,접수
28,2102868,지방세법 일부개정법률안(조경태의원 등 10인),의원,2020-08-11,,,,접수
29,2102867,전자정부법 일부개정법률안(민홍철의원 등 17인),의원,2020-08-11,,,,접수
30,2102866,군무원인사법 일부개정법률안(민홍철의원 등 25인),의원,2020-08-11,,,,접수
31,2102865,군인사법 일부개정법률안(민홍철의원 등 26인),의원,2020-08-11,,,,접수
32,2102864,전자금융거래법 일부개정법률안(민홍철의원 등 17인),의원,2020-08-11,,,,접수
33,2102863,국민기초생활 보장법 일부개정법률안(남인순의원 등 13인),의원,2020-08-11,,,,접수
34,2102862,국립묘지의 설치 및 운영에 관한 법률 일부개정법률안(권칠승의원 등 11인),의원,2020-08-11,,,,접수
35,2102861,화장품법 일부개정법률안(이원택의원 등 15인),의원,2020-08-11,,,,접수
36,2102860,‘국군의 날’ 기념일 변경 촉구 결의안(권칠승의원 등 11인),의원,2020-08-11,,,,접수
37,2102859,도로교통법 일부개정법률안(강선우의원 등 10인),의원,2020-08-10,,,,접수
38,2102858,사회성과보상사업의 운영 및 활성화에 관한 법률안(민형배의원 등 10인),의원,2020-08-10,,,,접수
39,2102857,보행안전 및 편의증진에 관한 법률 일부개정법률안(강선우의원 등 13인),의원,2020-08-10,,,,접수
40,2102856,노인복지법 일부개정법률안(강선우의원 등 16인),의원,2020-08-10,,,,접수
41,2102855,방송통신위원회의 설치 및 운영에 관한 법률 일부개정법률안(양정숙의원 등 11인),의원,2020-08-10,,,,접수
42,2102854,자본시장과 금융투자업에 관한 법률 일부개정법률안(민형배의원 등 12인),의원,2020-08-10,,,,접수
43,2102853,채권의 공정한 추심에 관한 법률 일부개정법률안(민형배의원 등 11인),의원,2020-08-10,,,,접수
44,2102852,자본시장과 금융투자업에 관한 법률 일부개정법률안(민형배의원 등 10인),의원,2020-08-10,,,,접수
45,2102851,유료도로법 일부개정법률안(권칠승의원 등 11인),의원,2020-08-10,,,,접수
46,2102850,건설기술 진흥법 일부개정법률안(김희국의원 등 11인),의원,2020-08-10,,,,접수
47,2102849,건설기술 진흥법 일부개정법률안(김희국의원 등 12인),의원,2020-08-10,,,,접수
48,2102848,정당법 일부개정법률안(이원욱의원 등 10인),의원,2020-08-10,,,,접수
49,2102847,정치자금법 일부개정법률안(이원욱의원 등 10인),의원,2020-08-10,,,,접수
50,2102846,행정심판법 일부개정법률안(박주민의원 등 14인),의원,2020-08-10,,,,접수
51,2102845,감염병의 예방 및 관리에 관한 법률 일부개정법률안(배진교의원 등 10인),의원,2020-08-10,,,,접수
52,2102844,자본시장과 금융투자업에 관한 법률 일부개정법률안(홍성국의원 등 15인),의원,2020-08-10,,,,접수
53,2102843,소득세법 일부개정법률안(이용호의원 등 10인),의원,2020-08-10,,,,접수
54,2102842,가족관계의 등록 등에 관한 법률 일부개정법률안(김미애의원 등 10인),의원,2020-08-10,,,,접수
55,2102841,지방세법 일부개정법률안(이용호의원 등 10인),의원,2020-08-10,,,,접수
56,2102840,방송법 일부개정법률안(권칠승의원 등 13인),의원,2020-08-10,,,,접수
57,2102839,제주4·3사건 진상규명 및 희생자 명예회복에 관한 특별법 일부개정법률안(이명수의원 등 10인),의원,2020-08-10,,,,접수
58,2102838,대도시권 광역교통 관리에 관한 특별법 일부개정법률안(유의동의원 등 10인),의원,2020-08-10,,,,접수
59,2102837,상훈법 일부개정법률안(이병훈의원 등 12인),의원,2020-08-10,,,,접수
60,2102836,국민체육진흥법 일부개정법률안(우상호의원 등 14인),의원,2020-08-10,,,,접수
61,2102835,군인복지기본법 일부개정법률안(민홍철의원 등 10인),의원,2020-08-10,,,,소관위접수
62,2102834,전자금융거래법 일부개정법률안(임오경의원 등 10인),의원,2020-08-10,,,,접수
63,2102833,국회법 일부개정법률안(정청래의원 등 10인),의원,2020-08-10,,,,접수
64,2102832,사립학교법 일부개정법률안(정청래의원 등 10인),의원,2020-08-10,,,,접수
65,2102831,국회법 일부개정법률안(장혜영의원 등 14인),의원,2020-08-10,,,,접수
66,2102830,경력단절여성등의 경제활동 촉진법 일부개정법률안(양금희의원 등 13인),의원,2020-08-10,,,,접수
67,2102829,언론중재 및 피해구제 등에 관한 법률 일부개정법률안(정청래의원 등 11인),의원,2020-08-07,,,,접수
68,2102828,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안(전용기의원 등 13인),의원,2020-08-07,,,,소관위접수
69,2102827,동물보호법 일부개정법률안(정청래의원 등 10인),의원,2020-08-07,,,,소관위접수
70,2102826,여권법 일부개정법률안(김영주의원 등 12인),의원,2020-08-07,,,,소관위접수
71,2102825,헤이그 국제아동탈취협약 이행에 관한 법률 일부개정법률안,정부,2020-08-07,,,,접수
72,2102824,독점규제 및 공정거래에 관한 법률 일부개정법률안(이학영의원 등 12인),의원,2020-08-07,,,,소관위접수
73,2102823,물류정책기본법 일부개정법률안,정부,2020-08-07,,,,접수
74,2102822,통일교육 지원법 일부개정법률안(김홍걸의원 등 13인),의원,2020-08-07,,,,소관위접수
75,2102821,첨단의료복합단지 육성에 관한 특별법 일부개정법률안(홍석준의원 등 11인),의원,2020-08-07,,,,접수
76,2102820,피후견인 결격조항 정비를 위한 국제항해선박 등에 대한 해적행위 피해예방에 관한 법률 등 35개 법률의 일부개정에 관한 법률안,정부,2020-08-07,,,,소관위접수
77,2102819,형법 일부개정법률안(김병욱의원 등 14인),의원,2020-08-07,,,,접수
78,2102818,국제사법 전부개정법률안,정부,2020-08-07,,,,소관위접수
79,2102817,고등교육법 일부개정법률안(민형배의원 등 10인),의원,2020-08-07,,,,접수
80,2102816,금융소비자 보호에 관한 법률 일부개정법률안(박덕흠의원 등 17인),의원,2020-08-07,,,,소관위접수
81,2102815,대부업 등의 등록 및 금융이용자 보호에 관한 법률 일부개정법률안(김남국의원 등 11인),의원,2020-08-07,,,,소관위접수
82,2102814,경찰공무원법 일부개정법률안,정부,2020-08-07,,,,접수
83,2102813,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(권명호의원 등 12인),의원,2020-08-07,,,,접수
84,2102812,이자제한법 일부개정법률안(김남국의원 등 11인),의원,2020-08-07,,,,접수
85,2102811,개인정보 보호법 일부개정법률안(김남국의원 등 11인),의원,2020-08-07,,,,접수
86,2102810,국회법 일부개정법률안(진성준의원 등 10인),의원,2020-08-07,,,,소관위접수
87,2102809,부동산 가격공시에 관한 법률 일부개정법률안(진성준의원 등 10인),의원,2020-08-07,,,,접수
88,2102808,주택법 일부개정법률안(강준현의원 등 13인),의원,2020-08-07,,,,접수
89,2102807,민법 일부개정법률안(진성준의원 등 10인),의원,2020-08-07,,,,접수
90,2102806,전기사업법 일부개정법률안(최종윤의원 등 11인),의원,2020-08-07,,,,소관위접수
91,2102805,부가가치세법 일부개정법률안(정희용의원 등 10인),의원,2020-08-07,,,,소관위접수
92,2102804,민주화운동기념사업회법 일부개정법률안(김영호의원 등 20인),의원,2020-08-07,,,,접수
93,2102803,자연환경보전법 일부개정법률안(최종윤의원 등 12인),의원,2020-08-07,,,,접수
94,2102802,외국법자문사법 일부개정법률안,정부,2020-08-07,,,,접수
95,2102801,근로기준법 일부개정법률안(최종윤의원 등 10인),의원,2020-08-07,,,,접수
96,2102800,협동조합 기본법 일부개정법률안,정부,2020-08-07,,,,소관위접수
97,2102799,온천법 일부개정법률안,정부,2020-08-07,,,,접수
98,2102798,국가정보원직원법 일부개정법률안,정부,2020-08-07,,,,소관위접수
99,2102797,기술사법 일부개정법률안,정부,2020-08-07,,,,소관위접수
0,2102796,군인사법 일부개정법률안,정부,2020-08-07,,,,소관위접수
1,2102795,피후견인 결격조항 정비를 위한 경륜·경정법 등 7개 법률의 일부개정에 관한 법률안,정부,2020-08-07,,,,접수
2,2102794,생활주변방사선 안전관리법 일부개정법률안(노웅래의원 등 10인),의원,2020-08-07,,,,소관위접수
3,2102793,주민등록법 일부개정법률안(김병주의원 등 15인),의원,2020-08-07,,,,접수
4,2102792,피후견인 결격조항 정비를 위한 경비업법 등 10개 법률의 일부개정에 관한 법률안,정부,2020-08-07,,,,접수
5,2102791,위치정보의 보호 및 이용 등에 관한 법률 일부개정법률안,정부,2020-08-07,,,,소관위접수
6,2102790,피한정후견인 결격조항 정비를 위한 국민연금법 등 5개 법률의 일부개정에 관한 법률안,정부,2020-08-07,,,,접수
7,2102789,피한정후견인 결격조항 정비를 위한 가맹사업거래의 공정화에 관한 법률 등 5개 법률의 일부개정에 관한 법률안,정부,2020-08-07,,,,소관위접수
8,2102788,피후견인 결격조항 정비를 위한 간선급행버스체계의 건설 및 운영에 관한 특별법 등 12개 법률의 일부개정에 관한 법률안,정부,2020-08-07,,,,접수
9,2102787,방송광고판매대행 등에 관한 법률 일부개정법률안,정부,2020-08-07,,,,소관위접수
10,2102786,지방세징수법 일부개정법률안(이성만의원 등 11인),의원,2020-08-07,,,,접수
11,2102785,국세징수법 일부개정법률안(이성만의원 등 11인),의원,2020-08-07,,,,소관위접수
12,2102784,장애인복지법 일부개정법률안(이종성의원 등 10인),의원,2020-08-07,,,,접수
13,2102783,노인복지법 일부개정법률안(이종성의원 등 10인),의원,2020-08-07,,,,접수
14,2102782,평생교육법 일부개정법률안(김철민의원 등 11인),의원,2020-08-07,,,,접수
15,2102781,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안(김철민의원 등 11인),의원,2020-08-07,,,,소관위접수
16,2102780,근로기준법 일부개정법률안(신정훈의원 등 10인),의원,2020-08-07,,,,접수
17,2102779,공익사업을 위한 토지 등의 취득 및 보상에 관한 법률 일부개정법률안(어기구의원 등 10인),의원,2020-08-07,,,,접수
18,2102778,조세특례제한법 일부개정법률안(이원택의원 등 10인),의원,2020-08-07,,,,소관위접수
19,2102777,신에너지 및 재생에너지 개발·이용·보급 촉진법 일부개정법률안(어기구의원 등 10인),의원,2020-08-07,,,,소관위접수
20,2102776,여객자동차 운수사업법 일부개정법률안(김석기의원 등 10인),의원,2020-08-06,,,,접수
21,2102775,민간임대주택에 관한 특별법 일부개정법률안(김석기의원 등 10인),의원,2020-08-06,,,,접수
22,2102774,원자력안전법 일부개정법률안(김석기의원 등 14인),의원,2020-08-06,,,,소관위접수
23,2102773,고도 보존 및 육성에 관한 특별법 일부개정법률안(김석기의원 등 10인),의원,2020-08-06,,,,접수
24,2102772,지방세특례제한법 일부개정법률안(맹성규의원 등 16인),의원,2020-08-06,,,,소관위접수
25,2102771,신용보증기금법 일부개정법률안(최승재의원 등 13인),의원,2020-08-06,,,,소관위접수
26,2102770,주택임대차보호법 일부개정법률안(조오섭의원 등 17인),의원,2020-08-06,,,,접수
27,2102769,중소기업창업 지원법 일부개정법률안(박정의원 등 12인),의원,2020-08-06,,,,소관위접수
28,2102768,국유재산특례제한법 일부개정법률안(김원이의원 등 18인),의원,2020-08-06,,,,소관위접수
29,2102767,장애인복지법 일부개정법률안(강선우의원 등 17인),의원,2020-08-06,,,,접수
30,2102766,독점규제 및 공정거래에 관한 법률 일부개정법률안(홍성국의원 등 12인),의원,2020-08-06,,,,소관위접수
31,2102765,소방공무원법 일부개정법률안,정부,2020-08-06,,,,소관위접수
32,2102764,교통약자의 이동편의 증진법 일부개정법률안(강선우의원 등 17인),의원,2020-08-06,,,,접수
33,2102763,아동·청소년의 성보호에 관한 법률 일부개정법률안(권인숙의원 등 11인),의원,2020-08-06,,,,소관위접수
34,2102762,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안(권인숙의원 등 11인),의원,2020-08-06,,,,접수
35,2102761,광산피해의 방지 및 복구에 관한 법률 일부개정법률안(김태흠의원 등 10인),의원,2020-08-06,,,,소관위접수
36,2102760,성폭력방지 및 피해자보호 등에 관한 법률 일부개정법률안(권인숙의원 등 11인),의원,2020-08-06,,,,소관위접수
37,2102759,하도급거래 공정화에 관한 법률 일부개정법률안(이용우의원 등 16인),의원,2020-08-06,,,,소관위접수
38,2102758,하도급거래 공정화에 관한 법률 일부개정법률안(이용우의원 등 15인),의원,2020-08-06,,,,소관위접수
39,2102757,하도급거래 공정화에 관한 법률 일부개정법률안(이용우의원 등 17인),의원,2020-08-06,,,,소관위접수
40,2102756,독점규제 및 공정거래에 관한 법률 일부개정법률안(이용우의원 등 16인),의원,2020-08-06,,,,소관위접수
41,2102755,공직선거법 일부개정법률안(박수영의원 등 10인),의원,2020-08-06,,,,소관위접수
42,2102754,도시개발법 일부개정법률안(조오섭의원 등 13인),의원,2020-08-06,,,,접수
43,2102753,국가재정법 일부개정법률안(박정의원 등 12인),의원,2020-08-06,,,,소관위접수
44,2102752,전통시장 및 상점가 육성을 위한 특별법 일부개정법률안(박정의원 등 12인),의원,2020-08-06,,,,소관위접수
45,2102751,국민건강증진법 일부개정법률안(김수흥의원 등 10인),의원,2020-08-06,,,,접수
46,2102750,복권 및 복권기금법 일부개정법률안(박정의원 등 12인),의원,2020-08-06,,,,소관위접수
47,2102749,중소기업기본법 일부개정법률안(박정의원 등 12인),의원,2020-08-06,,,,소관위접수
48,2102748,조세특례제한법 일부개정법률안(이원택의원 등 10인),의원,2020-08-06,,,,소관위접수
49,2102747,새만금사업 추진 및 지원에 관한 특별법 일부개정법률안(이원택의원 등 10인),의원,2020-08-06,,,,접수
50,2102746,철도산업발전기본법 일부개정법률안(김원이의원 등 18인),의원,2020-08-06,,,,접수
51,2102745,노인복지법 일부개정법률안(김태흠의원 등 10인),의원,2020-08-06,,,,접수
52,2102744,마약류 관리에 관한 법률 일부개정법률안(김원이의원 등 13인),의원,2020-08-06,,,,접수
53,2102743,공직자윤리법 일부개정법률안(천준호의원 등 25인),의원,2020-08-06,,,,소관위접수
54,2102742,폐기물관리법 일부개정법률안(홍성국의원 등 13인),의원,2020-08-06,,,,접수
55,2102741,지하안전관리에 관한 특별법 일부개정법률안(송언석의원 등 10인),의원,2020-08-06,,,,접수
56,2102740,경찰공무원법 일부개정법률안(김도읍의원 등 10인),의원,2020-08-06,,,,소관위접수
57,2102739,경찰공무원 보건안전 및 복지 기본법 일부개정법률안(김도읍의원 등 10인),의원,2020-08-06,,,,소관위접수
58,2102738,자원의 절약과 재활용촉진에 관한 법률 일부개정법률안(이수진의원 등 18인),의원,2020-08-06,,,,접수
59,ZZ21016,국세청장후보자(김대지) 인사청문요청안,기타,2020-08-05,,,,소관위접수
60,2102737,조세특례제한법 일부개정법률안(정점식의원 등 10인),의원,2020-08-05,,,,소관위접수
61,2102736,중소기업창업 지원법 일부개정법률안(서일준의원 등 12인),의원,2020-08-05,,,,소관위접수
62,2102735,별정우체국법 일부개정법률안(정필모의원 등 10인),의원,2020-08-05,,,,소관위접수
63,2102734,지방자치법 일부개정법률안(장경태의원 등 11인),의원,2020-08-05,,,,소관위접수
64,2102733,정당법 일부개정법률안(장경태의원 등 11인),의원,2020-08-05,,,,소관위접수
65,2102732,아동복지법 일부개정법률안(남인순의원 등 13인),의원,2020-08-05,,,,소관위접수
66,2102731,지방교육자치에 관한 법률 일부개정법률안(장경태의원 등 12인),의원,2020-08-05,,,,접수
67,2102730,지방세기본법 일부개정법률안(박형수의원 등 11인),의원,2020-08-05,,,,소관위접수
68,2102729,초·중등교육법 일부개정법률안(장경태의원 등 13인),의원,2020-08-05,,,,접수
69,2102728,지방세법 일부개정법률안(박형수의원 등 11인),의원,2020-08-05,,,,소관위접수
70,2102727,지방재정법 일부개정법률안(박형수의원 등 11인),의원,2020-08-05,,,,소관위접수
71,2102726,소프트웨어 진흥법 일부개정법률안(김경만의원 등 13인),의원,2020-08-05,,,,소관위접수
72,2102725,상장회사에 관한 특례법안(이용우의원 등 13인),의원,2020-08-05,,,,접수
73,2102724,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(김미애의원 등 11인),의원,2020-08-05,,,,소관위접수
74,2102723,장애인차별금지 및 권리구제 등에 관한 법률 일부개정법률안(이상헌의원 등 14인),의원,2020-08-05,,,,소관위접수
75,2102722,국유재산특례제한법 일부개정법률안(이상헌의원 등 14인),의원,2020-08-05,,,,소관위접수
76,2102721,산업안전보건법 일부개정법률안(천준호의원 등 43인),의원,2020-08-05,,,,소관위접수
77,2102720,고용보험법 일부개정법률안(김미애의원 등 10인),의원,2020-08-05,,,,소관위접수
78,2102719,도로교통법 일부개정법률안(황보승희의원 등 15인),의원,2020-08-05,,,,소관위접수
79,2102718,공동주택관리법 일부개정법률안(천준호의원 등 42인),의원,2020-08-05,,,,소관위접수
80,2102717,장기등 이식에 관한 법률 일부개정법률안(박주민의원 등 10인),의원,2020-08-05,,,,소관위접수
81,2102716,초·중등교육법 일부개정법률안(서동용의원 등 15인),의원,2020-08-05,,,,접수
82,2102715,공공주택 특별법 일부개정법률안(서동용의원 등 11인),의원,2020-08-05,,,,접수
83,2102714,초·중등교육법 일부개정법률안(서동용의원 등 13인),의원,2020-08-05,,,,접수
84,2102713,사립학교법 일부개정법률안(서동용의원 등 13인),의원,2020-08-05,,,,접수
85,2102712,민간임대주택에 관한 특별법 일부개정법률안(서동용의원 등 11인),의원,2020-08-05,,,,접수
86,2102711,비대면중소벤처기업 육성에 관한 법률안(정태호의원 등 13인),의원,2020-08-05,,,,소관위접수
87,2102710,아이돌봄 지원법 일부개정법률안(이용호의원 등 11인),의원,2020-08-05,,,,소관위접수
88,2102709,산업재해보상보험법 일부개정법률안(박대수의원 등 11인),의원,2020-08-05,,,,소관위접수
89,2102708,근로기준법 일부개정법률안(박대수의원 등 10인),의원,2020-08-05,,,,소관위접수
90,2102707,북한이탈주민의 보호 및 정착지원에 관한 법률 일부개정법률안(지성호의원 등 10인),의원,2020-08-05,,,,소관위접수
91,2102706,지방재정법 일부개정법률안(김회재의원 등 10인),의원,2020-08-05,,,,소관위접수
92,2102705,아동복지법 일부개정법률안(남인순의원 등 14인),의원,2020-08-05,,,,소관위접수
93,2102704,청년기본법 일부개정법률안(서일준의원 등 13인),의원,2020-08-05,,,,소관위접수
94,2102703,지방세법 일부개정법률안(김회재의원 등 11인),의원,2020-08-05,,,,소관위접수
95,2102702,인천국제공항공사법 일부개정법률안(배준영의원 등 11인),의원,2020-08-05,,,,접수
96,2102701,정부조직법 일부개정법률안(김석기의원 등 19인),의원,2020-08-05,,,,소관위접수
97,2102700,농수산물 유통 및 가격안정에 관한 법률 일부개정법률안(이원택의원 등 16인),의원,2020-08-05,,,,소관위접수
98,2102699,조세특례제한법 일부개정법률안(이달곤의원 등 11인),의원,2020-08-05,,,,소관위접수
99,2102698,지방세특례제한법 일부개정법률안(이달곤의원 등 11인),의원,2020-08-05,,,,소관위접수
0,2102697,게임산업진흥에 관한 법률 일부개정법률안(이상헌의원 등 13인),의원,2020-08-05,,,,접수
1,2102696,도로교통법 일부개정법률안(윤두현의원 등 13인),의원,2020-08-05,,,,소관위접수
2,2102695,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(정춘숙의원 등 10인),의원,2020-08-05,,,,소관위접수
3,2102694,세계유산의 보존·관리 및 활용에 관한 특별법 일부개정법률안(배현진의원 등 10인),의원,2020-08-05,,,,접수
4,2102693,국가를 당사자로 하는 계약에 관한 법률 일부개정법률안(정춘숙의원 등 10인),의원,2020-08-05,,,,소관위접수
5,2102692,국가정보원법 전부개정법률안(김병기의원 등 50인),의원,2020-08-04,,,,소관위접수
6,2102691,청원법 전부개정법률안(서영교의원 등 13인),의원,2020-08-04,,,,소관위접수
7,2102690,이자제한법 일부개정법률안(문진석의원 등 10인),의원,2020-08-04,,,,소관위접수
8,2102689,대부업 등의 등록 및 금융이용자 보호에 관한 법률 일부개정법률안(문진석의원 등 10인),의원,2020-08-04,,,,소관위접수
9,2102688,민원 처리에 관한 법률 일부개정법률안(서영교의원 등 14인),의원,2020-08-04,,,,소관위접수
10,2102687,폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 일부개정법률안(한준호의원 등 22인),의원,2020-08-04,,,,소관위접수
11,2102686,한국교육방송공사법 일부개정법률안(한준호의원 등 26인),의원,2020-08-04,,,,소관위접수
12,2102685,주택임대차보호법 일부개정법률안(이용호의원 등 10인),의원,2020-08-04,,,,소관위접수
13,2102684,경찰법 전부개정법률안(김영배의원 등 26인),의원,2020-08-04,,,,소관위접수
14,2102683,여권법 일부개정법률안(송옥주의원 등 17인),의원,2020-08-04,,,,소관위접수
15,2102682,아동복지법 일부개정법률안(박상혁의원 등 11인),의원,2020-08-04,,,,소관위접수
16,2102681,경찰공무원법 전부개정법률안(김영배의원 등 26인),의원,2020-08-04,,,,소관위접수
17,2102680,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(박상혁의원 등 10인),의원,2020-08-04,,,,소관위접수
18,2102679,탈탄소사회로의 정의로운 전환을 위한 그린뉴딜정책 특별법안(심상정의원 등 10인),의원,2020-08-04,,,,접수
19,2102678,통신비밀보호법 일부개정법률안(진선미의원 등 11인),의원,2020-08-04,,,,소관위접수
20,2102677,아동·청소년의 성보호에 관한 법률 일부개정법률안(진선미의원 등 11인),의원,2020-08-04,,,,소관위접수
21,2102676,장애인고용촉진 및 직업재활법 일부개정법률안(노웅래의원 등 12인),의원,2020-08-04,,,,소관위접수
22,2102675,국가재정법 일부개정법률안(노웅래의원 등 11인),의원,2020-08-04,,,,소관위접수
23,2102674,국가회계법 일부개정법률안(노웅래의원 등 11인),의원,2020-08-04,,,,소관위접수
24,2102673,출입국관리법 일부개정법률안(백혜련의원 등 13인),의원,2020-08-04,,,,소관위접수
25,2102672,교육환경 보호에 관한 법률 일부개정법률안(백혜련의원 등 10인),의원,2020-08-04,,,,접수
26,2102671,군사법원법 일부개정법률안(백혜련의원 등 11인),의원,2020-08-04,,,,소관위접수
27,2102670,해외진출기업의 국내복귀 지원에 관한 법률 일부개정법률안(김용판의원 등 17인),의원,2020-08-04,,,,소관위접수
28,2102669,조세특례제한법 일부개정법률안(김용판의원 등 17인),의원,2020-08-04,,,,소관위접수
29,2102668,감염병의 예방 및 관리에 관한 법률 일부개정법률안(조경태의원 등 10인),의원,2020-08-04,,,,소관위접수
30,2102667,산업기술의 유출방지 및 보호에 관한 법률 일부개정법률안(이수진의원 등 14인),의원,2020-08-04,,,,소관위접수
31,2102666,국유재산특례제한법 일부개정법률안(강민정의원 등 11인),의원,2020-08-04,,,,소관위접수
32,2102665,국가균형발전 특별법 일부개정법률안(서삼석의원 등 17인),의원,2020-08-04,,,,소관위접수
33,2102664,민방위기본법 일부개정법률안(김민철의원 등 13인),의원,2020-08-04,,,,소관위접수
34,2102663,국민체육진흥법 일부개정법률안(도종환의원 등 13인),의원,2020-08-04,,,,접수
35,2102662,과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 일부개정법률안(이상민의원 등 10인),의원,2020-08-04,,,,소관위접수
