,의안번호,의안명,제안자구분,제안일자,의결일자,의결결과,주요내용,심사진행상태
30,2101969,근로복지기본법 일부개정법률안(한정애의원 등 19인),의원,2020-07-15,,,,소관위접수
31,2101968,신용협동조합법 일부개정법률안(전재수의원 등 10인),의원,2020-07-15,,,,소관위접수
32,2101967,정치자금법 일부개정법률안(박완주의원 등 11인),의원,2020-07-15,,,,소관위접수
33,2101966,양육비 이행확보 및 지원에 관한 법률 일부개정법률안(전재수의원 등 10인),의원,2020-07-15,,,,소관위접수
34,2101965,국민소환에 관한 법률안(박주민의원 등 27인),의원,2020-07-15,,,,소관위접수
35,2101964,부가가치세법 일부개정법률안(김태호의원 등 10인),의원,2020-07-15,,,,소관위접수
36,2101963,군용비행장·군사격장 소음 방지 및 피해 보상에 관한 법률 일부개정법률안(정성호의원 등 10인),의원,2020-07-15,,,,소관위접수
37,2101962,청소년 보호법 일부개정법률안(김태호의원 등 10인),의원,2020-07-15,,,,소관위접수
38,2101961,평화경제특별구역의 지정 및 운영에 관한 법률안(윤후덕의원 등 10인),의원,2020-07-15,,,,소관위접수
39,2101960,혁신도시 조성 및 발전에 관한 특별법 일부개정법률안(박영순의원 등 10인),의원,2020-07-15,,,,소관위접수
40,2101959,연구산업진흥법안(이상민의원 등 10인),의원,2020-07-15,,,,소관위접수
41,2101958,조세특례제한법 일부개정법률안(최인호의원 등 11인),의원,2020-07-15,,,,소관위접수
42,2101957,국회의원의 국민소환에 관한 법률안(김병욱의원 등 10인),의원,2020-07-15,,,,소관위접수
43,2101956,근로기준법 일부개정법률안(김형동의원 등 12인),의원,2020-07-15,,,,소관위접수
44,2101955,금융회사의 지배구조에 관한 법률 일부개정법률안(김한정의원 등 11인),의원,2020-07-15,,,,소관위접수
45,2101954,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안(양경숙의원 등 15인),의원,2020-07-15,,,,소관위접수
46,2101953,공공주택 특별법 일부개정법률안(이주환의원 등 10인),의원,2020-07-15,,,,소관위접수
47,2101952,주택법 일부개정법률안(송언석의원 등 10인),의원,2020-07-14,,,,소관위접수
48,2101951,노동위원회법 일부개정법률안(한정애의원 등 18인),의원,2020-07-14,,,,소관위접수
49,2101950,근로기준법 일부개정법률안(한정애의원 등 19인),의원,2020-07-14,,,,소관위접수
50,2101949,국제항해선박 및 항만시설의 보안에 관한 법률 일부개정법률안(안병길의원 등 16인),의원,2020-07-14,,,,소관위접수
51,2101948,근로복지기본법 일부개정법률안(한정애의원 등 19인),의원,2020-07-14,,,,소관위접수
52,2101947,도로법 일부개정법률안(배현진의원 등 14인),의원,2020-07-14,,,,소관위접수
53,2101946,조세특례제한법 일부개정법률안(정성호의원 등 10인),의원,2020-07-14,,,,소관위접수
54,2101945,사립학교법 일부개정법률안(박찬대의원 등 10인),의원,2020-07-14,,,,소관위접수
55,2101944,전기사업법 일부개정법률안,정부,2020-07-14,,,,소관위접수
56,2101943,특정범죄 가중처벌 등에 관한 법률 일부개정법률안(이용호의원 등 10인),의원,2020-07-14,,,,소관위접수
57,2101942,고등교육법 일부개정법률안(박찬대의원 등 11인),의원,2020-07-14,,,,소관위접수
58,2101941,초·중등교육법 일부개정법률안(박찬대의원 등 10인),의원,2020-07-14,,,,소관위접수
59,2101940,교육공무원법 일부개정법률안(박찬대의원 등 11인),의원,2020-07-14,,,,소관위접수
60,2101939,국민체육진흥법 일부개정법률안(이용호의원 등 10인),의원,2020-07-14,2020-08-04,대안반영폐기,,대안반영폐기
61,2101938,“6·10만세운동 기념일”의 국가기념일 지정 촉구 결의안(윤주경의원 등 44인),의원,2020-07-14,,,,소관위접수
62,2101937,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안(양금희의원 등 11인),의원,2020-07-14,,,,소관위접수
63,2101936,경찰공무원 보건안전 및 복지 기본법 일부개정법률안(김용판의원 등 18인),의원,2020-07-14,,,,소관위접수
64,2101935,조세특례제한법 일부개정법률안(추경호의원 등 18인),의원,2020-07-14,,,,소관위접수
65,2101934,지속적 괴롭힘범죄의 처벌 등에 관한 특례법안(노웅래의원 등 10인),의원,2020-07-14,,,,소관위접수
66,2101933,주택임대차보호법 일부개정법률안(위성곤의원 등 10인),의원,2020-07-14,,,,소관위접수
67,2101932,주택임대차보호법 일부개정법률안(윤호중의원 등 11인),의원,2020-07-14,,,,소관위접수
68,2101931,혈액관리법 일부개정법률안(강선우의원 등 15인),의원,2020-07-14,,,,소관위접수
69,2101930,국회상설소위원회설치등에관한규칙 전부개정규칙안(김태년의원 등 176인),의원,2020-07-14,,,,소관위접수
70,2101929,국정감사 및 조사에 관한 법률 일부개정법률안(김태년의원 등 176인),의원,2020-07-14,,,,소관위접수
71,2101928,형사소송법 일부개정법률안(유동수의원 등 10인),의원,2020-07-14,,,,소관위접수
72,2101927,임금채권보장법 일부개정법률안(이수진의원 등 12인),의원,2020-07-14,,,,소관위접수
73,2101926,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(이수진의원 등 15인),의원,2020-07-14,,,,소관위접수
74,2101925,고용정책 기본법 일부개정법률안(이수진의원 등 16인),의원,2020-07-14,,,,소관위접수
75,2101924,임금채권보장법 일부개정법률안(노웅래의원 등 10인),의원,2020-07-14,,,,소관위접수
76,2101923,체육인 복지법안(김승원의원 등 17인),의원,2020-07-14,,,,소관위심사
77,2101922,지방세법 일부개정법률안(한병도의원 등 13인),의원,2020-07-14,2020-08-04,수정가결,,정부이송
78,2101921,감염병 등 보건위기대응 의약품등의 개발지원 및 긴급사용 특별법안(백종헌의원 등 61인),의원,2020-07-14,,,,소관위접수
79,2101920,국민체육진흥법 일부개정법률안(김승원의원 등 17인),의원,2020-07-14,,,,소관위접수
80,2101919,에너지산업융복합단지의 지정 및 육성에 관한 특별법 일부개정법률안(허영의원 등 24인),의원,2020-07-14,,,,소관위접수
81,2101918,산업기술혁신 촉진법 일부개정법률안(홍석준의원 등 11인),의원,2020-07-14,,,,소관위접수
82,2101917,건축법 일부개정법률안(김희국의원 등 13인),의원,2020-07-14,,,,소관위접수
83,2101916,과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 일부개정법률안(조명희의원 등 10인),의원,2020-07-14,,,,소관위접수
84,2101915,공동주택관리법 일부개정법률안(김희국의원 등 13인),의원,2020-07-14,,,,소관위접수
85,2101914,건축법 일부개정법률안(김희국의원 등 11인),의원,2020-07-14,,,,소관위접수
86,2101913,국가재정법 일부개정법률안(정진석의원 등 17인),의원,2020-07-14,,,,소관위접수
87,2101912,형법 일부개정법률안(신정훈의원 등 15인),의원,2020-07-14,,,,소관위접수
88,2101911,유전자변형생물체의 국가간 이동 등에 관한 법률 일부개정법률안,정부,2020-07-14,,,,소관위접수
89,2101910,백제왕도 핵심유적 보존관리에 관한 특별법안(정진석의원 등 17인),의원,2020-07-14,,,,소관위접수
90,2101909,이러닝(전자학습)산업 발전 및 이러닝 활용 촉진에 관한 법률 일부개정법률안(김진표의원 등 13인),의원,2020-07-14,,,,소관위접수
91,2101908,석탄산업법 일부개정법률안,정부,2020-07-14,,,,소관위접수
92,2101907,집단에너지사업법 일부개정법률안,정부,2020-07-14,,,,소관위접수
93,2101906,송유관 안전관리법 일부개정법률안,정부,2020-07-14,,,,소관위접수
94,2101905,공공단체등 위탁선거에 관한 법률 일부개정법률안(김승남의원 등 11인),의원,2020-07-14,,,,소관위접수
95,2101904,공공단체등 위탁선거에 관한 법률 일부개정법률안(김승남의원 등 10인),의원,2020-07-14,2020-07-23,철회,,철회
96,2101903,광업법 일부개정법률안,정부,2020-07-14,,,,소관위접수
97,2101902,공공단체등 위탁선거에 관한 법률 일부개정법률안(김승남의원 등 10인),의원,2020-07-14,,,,소관위접수
98,2101901,전자무역 촉진에 관한 법률 일부개정법률안,정부,2020-07-14,,,,소관위접수
99,2101900,화학무기·생물무기의 금지와 특정화학물질·생물작용제 등의 제조·수출입 규제 등에 관한 법률 일부개정법률안,정부,2020-07-14,,,,소관위접수
0,2101899,광산안전법 일부개정법률안,정부,2020-07-14,,,,소관위접수
1,2101898,국민건강증진법 일부개정법률안(백혜련의원 등 15인),의원,2020-07-14,,,,소관위접수
2,2101897,어린이제품 안전 특별법 일부개정법률안,정부,2020-07-14,,,,소관위접수
3,2101896,계량에 관한 법률 일부개정법률안,정부,2020-07-14,,,,소관위접수
4,2101895,산업디자인진흥법 일부개정법률안,정부,2020-07-14,,,,소관위접수
5,2101894,액화석유가스의 안전관리 및 사업법 일부개정법률안,정부,2020-07-14,,,,소관위접수
6,2101893,도시가스사업법 일부개정법률안,정부,2020-07-14,,,,소관위접수
7,2101892,전기용품 및 생활용품 안전관리법 일부개정법률안,정부,2020-07-14,,,,소관위접수
8,2101891,국회법 일부개정법률안(김태년의원 등 176인),의원,2020-07-14,,,,소관위접수
9,2101890,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안(서정숙의원 등 18인),의원,2020-07-14,,,,소관위접수
10,2101889,조세특례제한법 일부개정법률안(서정숙의원 등 10인),의원,2020-07-14,,,,소관위접수
11,2101888,국회입법조사처법 일부개정법률안(김태년의원 등 176인),의원,2020-07-14,,,,소관위접수
12,2101887,국민보호와 공공안전을 위한 테러방지법 일부개정법률안(안병길의원 등 16인),의원,2020-07-14,,,,소관위접수
13,2101886,자유무역협정 체결에 따른 농어업인 등의 지원에 관한 특별법 일부개정법률안(정운천의원 등 18인),의원,2020-07-14,,,,소관위접수
14,2101885,담배사업법 일부개정법률안(김수흥의원 등 10인),의원,2020-07-14,,,,소관위접수
15,2101884,국가재정법 일부개정법률안(윤호중의원 등 15인),의원,2020-07-14,,,,소관위접수
16,2101883,단결권 및 단체교섭권 원칙의 적용에 관한 협약 비준동의안,정부,2020-07-14,,,,소관위접수
17,2101882,결사의 자유 및 단결권 보호에 관한 협약 비준동의안,정부,2020-07-14,,,,소관위접수
18,2101881,강제 또는 의무 노동에 관한 협약 비준동의안,정부,2020-07-14,,,,소관위접수
19,2101880,사회적경제기본법안(윤호중의원 등 15인),의원,2020-07-14,,,,소관위접수
20,2101879,주거기본법 일부개정법률안(윤호중의원 등 12인),의원,2020-07-14,,,,소관위접수
21,2101878,긴급복지지원법 일부개정법률안(최연숙의원 등 15인),의원,2020-07-14,,,,소관위접수
22,2101877,공동주택관리법 일부개정법률안(박용진의원 등 12인),의원,2020-07-14,,,,소관위접수
23,2101876,조세특례제한법 일부개정법률안(신정훈의원 등 14인),의원,2020-07-14,,,,소관위접수
24,2101875,하도급거래 공정화에 관한 법률 일부개정법률안(신정훈의원 등 18인),의원,2020-07-14,,,,소관위접수
25,2101874,국가교육위원회의 설치 및 운영에 관한 법률안(정청래의원 등 14인),의원,2020-07-13,,,,소관위접수
26,2101873,조세특례제한법 일부개정법률안(박광온의원 등 10인),의원,2020-07-13,,,,소관위접수
27,2101872,수도권정비계획법 일부개정법률안(정성호의원 등 10인),의원,2020-07-13,,,,소관위접수
28,2101871,민간임대주택에 관한 특별법 일부개정법률안(김남국의원 등 11인),의원,2020-07-13,,,,소관위접수
29,2101870,방송법 일부개정법률안(정경희의원 등 53인),의원,2020-07-13,,,,소관위접수
30,2101869,지방세특례제한법 일부개정법률안(정성호의원 등 10인),의원,2020-07-13,,,,소관위접수
31,2101868,정치자금법 일부개정법률안(정성호의원 등 10인),의원,2020-07-13,,,,소관위접수
32,2101867,재한외국인 처우 기본법 일부개정법률안(정성호의원 등 11인),의원,2020-07-13,,,,소관위접수
33,2101866,감염병의 예방 및 관리에 관한 법률 일부개정법률안(남인순의원 등 12인),의원,2020-07-13,,,,소관위접수
34,2101865,조세특례제한법 일부개정법률안(고용진의원 등 10인),의원,2020-07-13,,,,소관위접수
35,2101864,정부조직법 일부개정법률안(이명수의원 등 10인),의원,2020-07-13,,,,소관위접수
36,2101863,국민연금법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-13,,,,소관위접수
37,2101862,조세특례제한법 일부개정법률안(김정호의원 등 12인),의원,2020-07-13,,,,소관위접수
38,2101861,지방자치단체출연 연구원의 설립 및 운영에 관한 법률 일부개정법률안(김정호의원 등 10인),의원,2020-07-13,,,,소관위접수
39,2101860,소상공인 보호 및 지원에 관한 법률 일부개정법률안(이동주의원 등 20인),의원,2020-07-13,,,,소관위심사
40,2101859,전자상거래 등에서의 소비자보호에 관한 법률 일부개정법률안(이태규의원 등 11인),의원,2020-07-13,,,,소관위접수
41,2101858,국민건강증진법 일부개정법률안(김영호의원 등 12인),의원,2020-07-13,,,,소관위접수
42,2101857,소득세법 일부개정법률안(우원식의원 등 37인),의원,2020-07-13,,,,소관위접수
43,2101856,조세특례제한법 일부개정법률안(우원식의원 등 37인),의원,2020-07-13,,,,소관위접수
44,2101855,공직선거법 일부개정법률안(백혜련의원 등 11인),의원,2020-07-13,,,,소관위접수
45,2101854,산업안전보건법 일부개정법률안,정부,2020-07-13,,,,소관위접수
46,2101853,건설기술 진흥법 일부개정법률안(김희국의원 등 11인),의원,2020-07-13,,,,소관위접수
47,2101852,건설기술 진흥법 일부개정법률안(김희국의원 등 11인),의원,2020-07-13,,,,소관위접수
48,2101851,주택법 일부개정법률안(김희국의원 등 11인),의원,2020-07-13,,,,소관위접수
49,2101850,가정폭력범죄의 처벌 등에 관한 특례법 일부개정법률안(임호선의원 등 23인),의원,2020-07-13,,,,소관위접수
50,2101849,근로기준법 일부개정법률안(김경협의원 등 20인),의원,2020-07-13,,,,소관위접수
51,2101848,건설산업기본법 일부개정법률안(김희국의원 등 13인),의원,2020-07-13,,,,소관위접수
52,2101847,가사근로자의 고용개선 등에 관한 법률안,정부,2020-07-13,,,,소관위접수
53,2101846,빈집 및 소규모주택 정비에 관한 특례법 일부개정법률안(문정복의원 등 11인),의원,2020-07-13,2020-08-04,수정가결,,정부이송
54,2101845,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(김경협의원 등 19인),의원,2020-07-13,,,,소관위접수
55,2101844,한국투자공사법 일부개정법률안(김경협의원 등 17인),의원,2020-07-13,,,,소관위접수
56,2101843,집합건물의 소유 및 관리에 관한 법률 일부개정법률안(박주민의원 등 15인),의원,2020-07-13,,,,소관위접수
57,2101842,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안(이종배의원 등 10인),의원,2020-07-13,,,,소관위접수
58,2101841,감염병의 예방 및 관리에 관한 법률 일부개정법률안(김성주의원 등 12인),의원,2020-07-13,,,,소관위심사
59,2101840,징벌적 배상에 관한 법률안(박주민의원 등 16인),의원,2020-07-13,,,,소관위접수
60,2101839,헌법재판소법 일부개정법률안(정성호의원 등 10인),의원,2020-07-13,,,,소관위접수
61,2101838,감염병의 예방 및 관리에 관한 법률 일부개정법률안(최연숙의원 등 12인),의원,2020-07-13,,,,소관위접수
62,2101837,주택임대차보호법 일부개정법률안(정성호의원 등 10인),의원,2020-07-13,,,,소관위접수
63,2101836,민사소송법 일부개정법률안(유동수의원 등 11인),의원,2020-07-13,,,,소관위접수
64,2101835,온라인플랫폼 통신판매중개거래의 공정화에 관한 법률안(송갑석의원 등 10인),의원,2020-07-13,,,,소관위접수
65,2101834,국회법 일부개정법률안(김석기의원 등 13인),의원,2020-07-13,,,,소관위접수
66,2101833,인체조직안전 및 관리 등에 관한 법률 일부개정법률안,정부,2020-07-13,,,,소관위접수
67,2101832,의료법 일부개정법률안(최연숙의원 등 11인),의원,2020-07-13,,,,소관위접수
68,2101831,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률 일부개정법률안(최연숙의원 등 12인),의원,2020-07-13,,,,소관위접수
69,2101830,다중이용업소의 안전관리에 관한 특별법 일부개정법률안(오영환의원 등 12인),의원,2020-07-13,,,,소관위접수
70,2101829,금융소비자 보호에 관한 법률 일부개정법률안(전재수의원 등 10인),의원,2020-07-13,,,,소관위접수
71,2101828,인사청문회법 일부개정법률안(정성호의원 등 12인),의원,2020-07-13,,,,소관위접수
72,2101827,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,정부,2020-07-13,,,,소관위접수
73,2101826,국회의원수당 등에 관한 법률 전부개정법률안(추경호의원 등 34인),의원,2020-07-13,,,,소관위접수
74,2101825,개성공업지구 사업 중단으로 인한 투자기업 등의 손실보상에 관한 특별법안(윤상현의원 등 10인),의원,2020-07-13,,,,소관위접수
75,2101824,의료법 일부개정법률안(박주민의원 등 20인),의원,2020-07-13,,,,소관위접수
76,2101823,"인공지능 연구개발 및 산업 진흥, 윤리적 책임 등에 관한 법률안(이상민의원 등 11인)",의원,2020-07-13,,,,소관위접수
77,2101822,조세특례제한법 일부개정법률안(한무경의원 등 14인),의원,2020-07-13,,,,소관위접수
78,2101821,의료법 일부개정법률안(김상희의원 등 11인),의원,2020-07-13,,,,소관위접수
79,2101820,주택임대차보호법 일부개정법률안(김상희의원 등 12인),의원,2020-07-13,,,,소관위접수
80,2101819,형사소송법 일부개정법률안(유동수의원 등 11인),의원,2020-07-13,,,,소관위접수
81,2101818,한부모가족지원법 일부개정법률안,정부,2020-07-13,,,,소관위접수
82,2101817,조세특례제한법 일부개정법률안(김진표의원 등 10인),의원,2020-07-13,,,,소관위접수
83,2101816,아동·청소년의 성보호에 관한 법률 일부개정법률안(강선우의원 등 15인),의원,2020-07-13,,,,소관위접수
84,2101815,파견근로자 보호 등에 관한 법률 일부개정법률안,정부,2020-07-13,,,,소관위접수
85,2101814,재건축초과이익 환수에 관한 법률 일부개정법률안(강준현의원 등 13인),의원,2020-07-10,2020-08-04,수정가결,,정부이송
86,2101813,지방세특례제한법 일부개정법률안(한병도의원 등 13인),의원,2020-07-10,2020-08-04,수정가결,,정부이송
87,2101812,조세특례제한법 일부개정법률안(박광온의원 등 10인),의원,2020-07-10,,,,소관위접수
88,2101811,국민연금법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-10,,,,소관위접수
89,2101810,해외진출기업의 국내복귀 지원에 관한 법률 일부개정법률안(박광온의원 등 10인),의원,2020-07-10,,,,소관위심사
90,2101809,국민건강보험법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-10,,,,소관위접수
91,2101808,주택임대차보호법 일부개정법률안(이성만의원 등 17인),의원,2020-07-10,,,,소관위접수
92,2101807,상가건물 임대차보호법 일부개정법률안(이성만의원 등 15인),의원,2020-07-10,,,,소관위접수
93,2101806,새마을금고법 일부개정법률안,정부,2020-07-10,,,,소관위접수
94,2101805,공공자원의 개방 및 국민 이용 활성화에 관한 법률안(소병훈의원 등 13인),의원,2020-07-10,,,,소관위접수
95,2101804,종합부동산세법 일부개정법률안(고용진의원 등 13인),의원,2020-07-10,2020-08-04,원안가결,,정부이송
96,2101803,법인세법 일부개정법률안(고용진의원 등 13인),의원,2020-07-10,2020-08-04,원안가결,,정부이송
97,2101802,소득세법 일부개정법률안(고용진의원 등 13인),의원,2020-07-10,2020-08-04,수정가결,,정부이송
98,2101801,감염병의 예방 및 관리에 관한 법률 일부개정법률안(서영석의원 등 12인),의원,2020-07-10,,,,소관위접수
99,2101800,국민체육진흥법 일부개정법률안(이용의원 등 36인),의원,2020-07-10,2020-08-04,대안반영폐기,,대안반영폐기
0,2101799,물가안정에 관한 법률 일부개정법률안(양경숙의원 등 11인),의원,2020-07-10,,,,소관위접수
1,2101798,환자안전법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-10,,,,소관위접수
2,2101797,식품위생법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-10,,,,소관위접수
3,2101796,농수산물 품질관리법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-10,,,,소관위접수
4,2101795,기부금품의 모집 및 사용에 관한 법률 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-10,,,,소관위접수
5,2101794,언론중재 및 피해구제 등에 관한 법률 일부개정법률안(정청래의원 등 11인),의원,2020-07-10,,,,소관위접수
6,2101793,119구조·구급에 관한 법률 일부개정법률안(오영환의원 등 15인),의원,2020-07-10,,,,소관위접수
7,2101792,유선 및 도선 사업법 일부개정법률안,정부,2020-07-10,,,,소관위접수
8,2101791,독점규제 및 공정거래에 관한 법률 일부개정법률안(유동수의원 등 10인),의원,2020-07-10,,,,소관위접수
9,2101790,소방기본법 일부개정법률안(오영환의원 등 21인),의원,2020-07-10,,,,소관위접수
10,2101789,법인세법 일부개정법률안(구자근의원 등 10인),의원,2020-07-10,,,,소관위접수
11,2101788,장애인복지법 일부개정법률안(이종성의원 등 10인),의원,2020-07-10,,,,소관위접수
12,2101787,약사법 일부개정법률안(김상희의원 등 10인),의원,2020-07-10,,,,소관위접수
13,2101786,사회보장급여의 이용·제공 및 수급권자 발굴에 관한 법률 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-10,,,,소관위접수
14,2101785,사회적기업 육성법 일부개정법률안(정성호의원 등 11인),의원,2020-07-10,,,,소관위접수
15,2101784,교정공무원 보건안전 및 복지 기본법안(정성호의원 등 11인),의원,2020-07-10,,,,소관위접수
16,2101783,국민의 형사재판 참여에 관한 법률 일부개정법률안(정성호의원 등 11인),의원,2020-07-10,,,,소관위접수
17,2101782,대한적십자사 조직법 일부개정법률안(이명수의원 등 13인),의원,2020-07-10,,,,소관위접수
18,2101781,폐광지역 개발 지원에 관한 특별법 일부개정법률안(신정훈의원 등 20인),의원,2020-07-10,,,,소관위심사
19,2101780,공무원연금법 일부개정법률안,정부,2020-07-10,,,,소관위접수
20,2101779,철도산업발전기본법 일부개정법률안(정성호의원 등 11인),의원,2020-07-10,,,,소관위접수
21,2101778,국유재산특례제한법 일부개정법률안(정성호의원 등 12인),의원,2020-07-10,,,,소관위접수
22,2101777,특정범죄신고자 등 보호법 일부개정법률안(정성호의원 등 12인),의원,2020-07-10,,,,소관위접수
23,2101776,헌법재판소법 일부개정법률안(정성호의원 등 10인),의원,2020-07-10,,,,소관위접수
24,2101775,정부조직법 일부개정법률안(정성호의원 등 10인),의원,2020-07-10,,,,소관위접수
25,2101774,도시재생 활성화 및 지원에 관한 특별법 일부개정법률안(정성호의원 등 11인),의원,2020-07-10,,,,소관위접수
26,2101773,방문판매 등에 관한 법률 일부개정법률안,정부,2020-07-10,,,,소관위접수
27,2101772,방송법 일부개정법률안,정부,2020-07-10,,,,소관위접수
28,2101771,학교급식법 일부개정법률안(정점식의원 등 10인),의원,2020-07-10,,,,소관위접수
29,2101770,입양특례법 일부개정법률안,정부,2020-07-10,,,,소관위접수
30,2101769,대·중소기업 상생협력 촉진에 관한 법률 일부개정법률안(이장섭의원 등 15인),의원,2020-07-10,,,,소관위심사
31,2101768,소방시설공사업법 일부개정법률안,정부,2020-07-10,,,,소관위접수
32,2101767,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법률 일부개정법률안",정부,2020-07-10,,,,소관위접수
33,2101766,산업재해보상보험법 일부개정법률안(장철민의원 등 12인),의원,2020-07-10,,,,소관위접수
34,2101765,보건환경연구원법 일부개정법률안,정부,2020-07-10,,,,소관위접수
35,2101764,대한적십자사 조직법 일부개정법률안,정부,2020-07-10,,,,소관위접수
36,2101763,사립학교법 일부개정법률안,정부,2020-07-10,,,,소관위접수
37,2101762,감염병의 예방 및 관리에 관한 법률 일부개정법률안(최종윤의원 등 12인),의원,2020-07-10,,,,소관위접수
38,2101761,생명윤리 및 안전에 관한 법률 일부개정법률안,정부,2020-07-10,,,,소관위접수
39,2101760,자본시장과 금융투자업에 관한 법률 일부개정법률안(최종윤의원 등 11인),의원,2020-07-10,,,,소관위접수
40,2101759,옥외광고물 등의 관리와 옥외광고산업 진흥에 관한 법률 일부개정법률안,정부,2020-07-10,,,,소관위접수
41,2101758,도시형소공인 보호를 위한 원산지 표시에 관한 법률안(서영교의원 등 15인),의원,2020-07-10,,,,소관위접수
42,2101757,하도급거래 공정화에 관한 법률 일부개정법률안(서영교의원 등 15인),의원,2020-07-10,,,,소관위접수
43,2101756,자연유산의 보존 및 활용에 관한 법률안(이상헌의원 등 13인),의원,2020-07-10,,,,소관위접수
44,2101755,민영교도소 등의 설치·운영에 관한 법률 일부개정법률안,정부,2020-07-10,,,,소관위접수
45,2101754,문화재보호법 일부개정법률안(이상헌의원 등 13인),의원,2020-07-10,,,,소관위접수
46,2101753,외국인근로자의 고용 등에 관한 법률 일부개정법률안(이종배의원 등 10인),의원,2020-07-10,,,,소관위접수
47,2101752,조세특례제한법 일부개정법률안(서영교의원 등 18인),의원,2020-07-10,,,,소관위접수
48,2101751,협동조합 기본법 일부개정법률안(김도읍의원 등 10인),의원,2020-07-10,,,,소관위접수
49,2101750,학교시설사업 촉진법 일부개정법률안,정부,2020-07-10,,,,소관위접수
50,2101749,부가가치세법 일부개정법률안(서영교의원 등 11인),의원,2020-07-10,,,,소관위접수
51,2101748,상호저축은행법 일부개정법률안,정부,2020-07-10,,,,소관위접수
52,2101747,아동수당법 일부개정법률안(강선우의원 등 12인),의원,2020-07-09,,,,소관위접수
53,2101746,수상레저안전법 일부개정법률안,정부,2020-07-09,,,,소관위접수
54,2101745,예금자보호법 일부개정법률안(양정숙의원 등 11인),의원,2020-07-09,,,,소관위접수
55,2101744,서민의 금융생활 지원에 관한 법률 일부개정법률안(양정숙의원 등 17인),의원,2020-07-09,,,,소관위접수
56,2101743,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(김정재의원 등 12인),의원,2020-07-09,,,,소관위접수
57,2101742,국가를 당사자로 하는 소송에 관한 법률 일부개정법률안(양정숙의원 등 12인),의원,2020-07-09,,,,소관위접수
58,2101741,공탁법 일부개정법률안(양정숙의원 등 12인),의원,2020-07-09,,,,소관위접수
59,2101740,상가건물 임대차보호법 일부개정법률안(이해식의원 등 10인),의원,2020-07-09,,,,소관위접수
60,2101739,축산법 일부개정법률안(송옥주의원 등 10인),의원,2020-07-09,,,,소관위접수
61,2101738,스토킹 범죄의 처벌 등에 관한 법률안(임호선의원 등 23인),의원,2020-07-09,,,,소관위접수
62,2101737,소득세법 일부개정법률안(박홍근의원 등 12인),의원,2020-07-09,,,,소관위접수
63,2101736,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(임호선의원 등 23인),의원,2020-07-09,,,,소관위접수
